ANO,PRECIPITACAO_TOTAL,TEMPERATURA_MEDIA,UMIDADE_MEDIA
2008,674.2,15.138403339630045,76.67101777952564
2010,980.2,15.05874733373694,79.80384799144866
2012,585.0,15.868196851148111,74.61807861379931
2014,1332.0,15.606002837514934,80.22445489844684
2016,488.8,14.489987129979369,77.55304720803163
2018,577.8,15.27549348455882,79.7455779351885
2020,986.1999999999999,15.449190815973003,74.7823865326361
2022,882.8,14.664681574489636,80.36151512343119
