ANO_MES,PRECIPITACAO_TOTAL,TEMPERATURA_MEDIA,UMIDADE_MEDIA
2016-09,55.0,14.6,72.7375
2016-10,317.8,18.12983870967742,73.88709677419355
2016-11,198.8,20.200277777777778,63.61944444444445
2016-12,132.6,22.579435483870967,70.58064516129032
2017-01,229.8,22.57755376344086,80.81989247311827
2017-02,158.0,22.70654761904762,82.35267857142857
2017-03,157.4,21.39475806451613,76.99596774193549
2017-04,253.2,18.108194444444443,74.42222222222222
2017-05,409.4,16.36720430107527,85.59408602150538
2017-06,138.2,14.197638888888887,80.27361111111111
2017-07,10.2,14.775908479138627,65.03768506056528
2017-08,118.2,15.3875,74.38306451612904
2017-09,102.6,19.290277777777778,73.89444444444445
2017-10,174.6,18.456989247311828,73.53091397849462
2017-11,196.0,19.94888888888889,60.84861111111111
2017-12,102.8,23.053763440860216,68.5510752688172
