ANO,PRECIPITACAO_TOTAL,TEMPERATURA_MEDIA,UMIDADE_MEDIA
2007,581.8,14.353439328144294,77.23505508658288
2009,966.5999999999999,15.000881123058543,76.41146206690563
2011,967.6,14.921913170511017,78.36230001251018
2013,700.0,14.613281162447928,77.71211668702742
2015,1157.0,16.235945988726318,78.6817118172638
2017,1031.8,16.3544539818875,75.60085222932958
2019,685.8,14.715667811628833,77.89777976901634
2021,744.8,15.1322311827957,76.34183094384707
