ANO,PRECIPITACAO_TOTAL,TEMPERATURA_MEDIA,UMIDADE_MEDIA
2007,387.4,21.251393703042435,67.90526646495175
2009,878.4000000000001,21.996011044410746,76.2484193227936
2011,910.0,21.75923542276094,72.48749713075448
2013,839.2,21.25981812873464,71.94551929607424
2015,1307.4,21.19001280081925,78.42479198668714
2017,1018.6,21.356416837344256,73.84985652415088
2019,655.6,22.048669734728435,70.19364794663144
2021,680.8,21.529699334904592,72.64799726910373
